Type_MLT,Family,Type,Sex,E0,age,mxn,qxn,lxn,Lxn,dxn,Txn,sxn,exn,axn
UN,Chilean,UN Chilean,Female,28,115,0.72478,0.97557,0,0,0,0,0.02257,1.38,1.254
UN,Chilean,UN Chilean,Female,28,120,0.78984,0.98214,0,0,0,0,0.01681,1.26,1.175
UN,Chilean,UN Chilean,Female,28,125,0.84283,0.98610,0,0,0,0,0.01339,1.19,1.116
UN,Chilean,UN Chilean,Female,28,130,0.88735,1.00000,0,0,0,0,,1.13,1.127
UN,Chilean,UN Chilean,Female,29,0,0.30254,0.25282,100000,83566,25282,2900000,0.69964,29.00,0.350
UN,Chilean,UN Chilean,Female,29,1,0.04549,0.16210,74718,266253,12112,2816434,0.87100,37.69,1.307
UN,Chilean,UN Chilean,Female,29,5,0.00951,0.04630,62606,304694,2899,2550181,0.96303,40.73,2.124
UN,Chilean,UN Chilean,Female,29,10,0.00722,0.03548,59707,293427,2118,2245487,0.95331,37.61,2.588
UN,Chilean,UN Chilean,Female,29,15,0.01280,0.06219,57589,279727,3581,1952060,0.92305,33.90,2.706
UN,Chilean,UN Chilean,Female,29,20,0.01862,0.08900,54007,258202,4807,1672333,0.90633,30.96,2.538
UN,Chilean,UN Chilean,Female,29,25,0.02045,0.09729,49201,234015,4787,1414131,0.89801,28.74,2.495
UN,Chilean,UN Chilean,Female,29,30,0.02248,0.10638,44414,210148,4725,1180115,0.89202,26.57,2.476
UN,Chilean,UN Chilean,Female,29,35,0.02303,0.10879,39689,187455,4318,969968,0.89120,24.44,2.454
UN,Chilean,UN Chilean,Female,29,40,0.02313,0.10923,35372,167059,3864,782513,0.88700,22.12,2.464
UN,Chilean,UN Chilean,Female,29,45,0.02528,0.11891,31508,148182,3747,615453,0.87222,19.53,2.502
UN,Chilean,UN Chilean,Female,29,50,0.02998,0.13958,27761,129248,3875,467272,0.84235,16.83,2.533
UN,Chilean,UN Chilean,Female,29,55,0.03937,0.17943,23886,108872,4286,338024,0.79656,14.15,2.536
UN,Chilean,UN Chilean,Female,29,60,0.05253,0.23242,19600,86723,4556,229152,0.73171,11.69,2.524
UN,Chilean,UN Chilean,Female,29,65,0.07361,0.31049,15045,63457,4671,142428,0.64986,9.47,2.481
UN,Chilean,UN Chilean,Female,29,70,0.10024,0.39848,10374,41238,4134,78972,0.55080,7.61,2.428
UN,Chilean,UN Chilean,Female,29,75,0.13972,0.50861,6240,22714,3174,37734,0.45197,6.05,2.326
UN,Chilean,UN Chilean,Female,29,80,0.17924,0.60012,3066,10266,1840,15020,0.35422,4.90,2.247
UN,Chilean,UN Chilean,Female,29,85,0.23788,0.70551,1226,3636,865,4754,0.25654,3.88,2.117
UN,Chilean,UN Chilean,Female,29,90,0.30816,0.79617,361,933,287,1117,0.17591,3.09,1.965
UN,Chilean,UN Chilean,Female,29,95,0.38838,0.86599,74,164,64,185,0.11568,2.51,1.801
UN,Chilean,UN Chilean,Female,29,100,0.47511,0.91453,10,19,9,20,0.07451,2.08,1.637
UN,Chilean,UN Chilean,Female,29,105,0.56352,0.94561,1,1,1,1,0.04822,1.76,1.487
UN,Chilean,UN Chilean,Female,29,110,0.64832,0.96445,0,0,0,0,0.03216,1.54,1.358
UN,Chilean,UN Chilean,Female,29,115,0.72490,0.97559,0,0,0,0,0.02254,1.38,1.254
UN,Chilean,UN Chilean,Female,29,120,0.79031,0.98219,0,0,0,0,0.01675,1.26,1.175
UN,Chilean,UN Chilean,Female,29,125,0.84353,0.98615,0,0,0,0,0.01334,1.18,1.115
UN,Chilean,UN Chilean,Female,29,130,0.88790,1.00000,0,0,0,0,,1.13,1.126
UN,Chilean,UN Chilean,Female,30,0,0.29397,0.24681,100000,83958,24681,3000000,0.70768,30.00,0.350
UN,Chilean,UN Chilean,Female,30,1,0.04319,0.15475,75319,269883,11656,2916042,0.87690,38.72,1.307
UN,Chilean,UN Chilean,Female,30,5,0.00901,0.04391,63663,310283,2795,2646160,0.96493,41.56,2.126
UN,Chilean,UN Chilean,Female,30,10,0.00684,0.03366,60868,299400,2049,2335877,0.95572,38.38,2.589
UN,Chilean,UN Chilean,Female,30,15,0.01212,0.05896,58819,286142,3468,2036476,0.92702,34.62,2.706
UN,Chilean,UN Chilean,Female,30,20,0.01762,0.08446,55351,265260,4675,1750334,0.91095,31.62,2.541
UN,Chilean,UN Chilean,Female,30,25,0.01943,0.09264,50676,241638,4695,1485074,0.90273,29.31,2.499
UN,Chilean,UN Chilean,Female,30,30,0.02142,0.10163,45981,218134,4673,1243437,0.89659,27.04,2.481
UN,Chilean,UN Chilean,Female,30,35,0.02206,0.10445,41309,195578,4315,1025302,0.89524,24.82,2.459
UN,Chilean,UN Chilean,Female,30,40,0.02229,0.10550,36994,175090,3903,829725,0.89057,22.43,2.469
UN,Chilean,UN Chilean,Female,30,45,0.02449,0.11541,33091,155929,3819,654635,0.87573,19.78,2.506
UN,Chilean,UN Chilean,Female,30,50,0.02915,0.13600,29272,136551,3981,498706,0.84611,17.04,2.536
UN,Chilean,UN Chilean,Female,30,55,0.03840,0.17543,25291,115538,4437,362155,0.80075,14.32,2.539
UN,Chilean,UN Chilean,Female,30,60,0.05140,0.22801,20854,92516,4755,246617,0.73624,11.83,2.528
UN,Chilean,UN Chilean,Female,30,65,0.07227,0.30578,16099,68114,4923,154100,0.65461,9.57,2.485
UN,Chilean,UN Chilean,Female,30,70,0.09865,0.39358,11176,44588,4399,85986,0.55575,7.69,2.432
UN,Chilean,UN Chilean,Female,30,75,0.13774,0.50360,6778,24780,3413,41398,0.45649,6.11,2.331
UN,Chilean,UN Chilean,Female,30,80,0.17729,0.59608,3364,11312,2005,16618,0.35781,4.94,2.252
UN,Chilean,UN Chilean,Female,30,85,0.23583,0.70238,1359,4047,955,5306,0.25918,3.90,2.122
UN,Chilean,UN Chilean,Female,30,90,0.30615,0.79408,404,1049,321,1259,0.17760,3.11,1.970
UN,Chilean,UN Chilean,Female,30,95,0.38660,0.86480,83,186,72,210,0.11661,2.52,1.805
UN,Chilean,UN Chilean,Female,30,100,0.47372,0.91396,11,22,10,23,0.07493,2.08,1.640
UN,Chilean,UN Chilean,Female,30,105,0.56263,0.94539,1,2,1,2,0.04837,1.76,1.489
UN,Chilean,UN Chilean,Female,30,110,0.64795,0.96440,0,0,0,0,0.03218,1.54,1.359
UN,Chilean,UN Chilean,Female,30,115,0.72500,0.97562,0,0,0,0,0.02250,1.38,1.254
UN,Chilean,UN Chilean,Female,30,120,0.79076,0.98224,0,0,0,0,0.01671,1.26,1.174
UN,Chilean,UN Chilean,Female,30,125,0.84419,0.98620,0,0,0,0,0.01329,1.18,1.115
UN,Chilean,UN Chilean,Female,30,130,0.88845,1.00000,0,0,0,0,,1.13,1.126
UN,Chilean,UN Chilean,Female,31,0,0.28562,0.24090,100000,84342,24090,3100000,0.71556,31.00,0.350
UN,Chilean,UN Chilean,Female,31,1,0.04100,0.14769,75910,273438,11211,3015658,0.88254,39.73,1.306
UN,Chilean,UN Chilean,Female,31,5,0.00853,0.04164,64699,315754,2694,2742220,0.96673,42.38,2.127
UN,Chilean,UN Chilean,Female,31,10,0.00649,0.03194,62005,305248,1981,2426466,0.95800,39.13,2.589
UN,Chilean,UN Chilean,Female,31,15,0.01147,0.05590,60024,292427,3355,2121218,0.93079,35.34,2.707
UN,Chilean,UN Chilean,Female,31,20,0.01669,0.08015,56669,272188,4542,1828792,0.91535,32.27,2.544
UN,Chilean,UN Chilean,Female,31,25,0.01845,0.08820,52127,249147,4598,1556604,0.90725,29.86,2.502
UN,Chilean,UN Chilean,Female,31,30,0.02041,0.09708,47529,226038,4614,1307456,0.90098,27.51,2.485
UN,Chilean,UN Chilean,Female,31,35,0.02113,0.10028,42915,203656,4304,1081418,0.89914,25.20,2.463
UN,Chilean,UN Chilean,Female,31,40,0.02148,0.10189,38611,183116,3934,877762,0.89402,22.73,2.473
UN,Chilean,UN Chilean,Female,31,45,0.02373,0.11202,34677,163709,3885,694646,0.87914,20.03,2.509
UN,Chilean,UN Chilean,Female,31,50,0.02835,0.13251,30793,143923,4080,530937,0.84979,17.24,2.539
UN,Chilean,UN Chilean,Female,31,55,0.03746,0.17150,26712,122304,4581,387014,0.80486,14.49,2.543
UN,Chilean,UN Chilean,Female,31,60,0.05029,0.22367,22131,98437,4950,264710,0.74071,11.96,2.532
UN,Chilean,UN Chilean,Female,31,65,0.07095,0.30112,17181,72914,5173,166273,0.65932,9.68,2.489
UN,Chilean,UN Chilean,Female,31,70,0.09708,0.38869,12008,48073,4667,93360,0.56070,7.78,2.437
UN,Chilean,UN Chilean,Female,31,75,0.13578,0.49859,7340,26955,3660,45286,0.46102,6.17,2.337
UN,Chilean,UN Chilean,Female,31,80,0.17534,0.59202,3681,12427,2179,18332,0.36142,4.98,2.257
UN,Chilean,UN Chilean,Female,31,85,0.23378,0.69923,1502,4491,1050,5905,0.26184,3.93,2.127
UN,Chilean,UN Chilean,Female,31,90,0.30414,0.79195,452,1176,358,1414,0.17931,3.13,1.974
UN,Chilean,UN Chilean,Female,31,95,0.38481,0.86358,94,211,81,238,0.11756,2.53,1.809
UN,Chilean,UN Chilean,Female,31,100,0.47230,0.91337,13,25,12,27,0.07537,2.09,1.643
UN,Chilean,UN Chilean,Female,31,105,0.56171,0.94517,1,2,1,2,0.04853,1.77,1.490
UN,Chilean,UN Chilean,Female,31,110,0.64755,0.96435,0,0,0,0,0.03221,1.54,1.359
UN,Chilean,UN Chilean,Female,31,115,0.72507,0.97564,0,0,0,0,0.02247,1.38,1.254
UN,Chilean,UN Chilean,Female,31,120,0.79118,0.98228,0,0,0,0,0.01666,1.26,1.174
UN,Chilean,UN Chilean,Female,31,125,0.84483,0.98625,0,0,0,0,0.01325,1.18,1.114
UN,Chilean,UN Chilean,Female,31,130,0.88898,1.00000,0,0,0,0,,1.12,1.125
UN,Chilean,UN Chilean,Female,32,0,0.27751,0.23510,100000,84718,23510,3200000,0.72327,32.00,0.350
UN,Chilean,UN Chilean,Female,32,1,0.03892,0.14091,76490,276918,10778,3115282,0.88793,40.73,1.306
UN,Chilean,UN Chilean,Female,32,5,0.00808,0.03949,65712,321107,2595,2838364,0.96844,43.19,2.129
UN,Chilean,UN Chilean,Female,32,10,0.00615,0.03031,63117,310971,1913,2517257,0.96017,39.88,2.590
UN,Chilean,UN Chilean,Female,32,15,0.01086,0.05298,61203,298584,3243,2206285,0.93438,36.05,2.708
UN,Chilean,UN Chilean,Female,32,20,0.01580,0.07605,57961,278990,4408,1907701,0.91955,32.91,2.547
UN,Chilean,UN Chilean,Female,32,25,0.01753,0.08397,53553,256545,4497,1628711,0.91157,30.41,2.505
UN,Chilean,UN Chilean,Female,32,30,0.01945,0.09271,49056,233858,4548,1372166,0.90520,27.97,2.488
UN,Chilean,UN Chilean,Female,32,35,0.02024,0.09627,44508,211688,4285,1138308,0.90291,25.58,2.467
UN,Chilean,UN Chilean,Female,32,40,0.02071,0.09839,40223,191134,3958,926621,0.89738,23.04,2.478
UN,Chilean,UN Chilean,Female,32,45,0.02299,0.10871,36266,171519,3943,735487,0.88246,20.28,2.512
UN,Chilean,UN Chilean,Female,32,50,0.02757,0.12910,32323,151360,4173,563968,0.85339,17.45,2.542
UN,Chilean,UN Chilean,Female,32,55,0.03654,0.16765,28150,129168,4719,412608,0.80890,14.66,2.546
UN,Chilean,UN Chilean,Female,32,60,0.04920,0.21939,23431,104485,5140,283440,0.74513,12.10,2.535
UN,Chilean,UN Chilean,Female,32,65,0.06966,0.29650,18290,77855,5423,178955,0.66400,9.78,2.493
UN,Chilean,UN Chilean,Female,32,70,0.09554,0.38383,12867,51695,4939,101100,0.56562,7.86,2.441
UN,Chilean,UN Chilean,Female,32,75,0.13384,0.49359,7928,29240,3913,49405,0.46555,6.23,2.342
UN,Chilean,UN Chilean,Female,32,80,0.17342,0.58796,4015,13613,2361,20165,0.36504,5.02,2.262
UN,Chilean,UN Chilean,Female,32,85,0.23173,0.69605,1654,4969,1152,6552,0.26452,3.96,2.132
UN,Chilean,UN Chilean,Female,32,90,0.30213,0.78981,503,1314,397,1583,0.18104,3.15,1.979
UN,Chilean,UN Chilean,Female,32,95,0.38301,0.86234,106,238,91,268,0.11851,2.54,1.813
UN,Chilean,UN Chilean,Female,32,100,0.47088,0.91278,15,28,13,30,0.07582,2.09,1.646
UN,Chilean,UN Chilean,Female,32,105,0.56078,0.94494,1,2,1,2,0.04869,1.77,1.492
UN,Chilean,UN Chilean,Female,32,110,0.64714,0.96430,0,0,0,0,0.03223,1.54,1.360
UN,Chilean,UN Chilean,Female,32,115,0.72512,0.97566,0,0,0,0,0.02245,1.38,1.254
UN,Chilean,UN Chilean,Female,32,120,0.79158,0.98232,0,0,0,0,0.01662,1.26,1.173
UN,Chilean,UN Chilean,Female,32,125,0.84544,0.98630,0,0,0,0,0.01320,1.18,1.113
UN,Chilean,UN Chilean,Female,32,130,0.88952,1.00000,0,0,0,0,,1.12,1.124
UN,Chilean,UN Chilean,Female,33,0,0.26960,0.22940,100000,85089,22940,3300000,0.73084,33.00,0.350
UN,Chilean,UN Chilean,Female,33,1,0.03694,0.13440,77060,280329,10357,3214911,0.89309,41.72,1.305
UN,Chilean,UN Chilean,Female,33,5,0.00765,0.03745,66704,326350,2498,2934582,0.97006,43.99,2.130
UN,Chilean,UN Chilean,Female,33,10,0.00583,0.02876,64206,316579,1847,2608232,0.96223,40.62,2.590
UN,Chilean,UN Chilean,Female,33,15,0.01028,0.05022,62359,304620,3132,2291653,0.93779,36.75,2.709
UN,Chilean,UN Chilean,Female,33,20,0.01496,0.07214,59228,285669,4272,1987033,0.92356,33.55,2.550
UN,Chilean,UN Chilean,Female,33,25,0.01665,0.07992,54955,263832,4392,1701364,0.91570,30.96,2.508
UN,Chilean,UN Chilean,Female,33,30,0.01853,0.08853,50563,241591,4476,1437532,0.90925,28.43,2.492
UN,Chilean,UN Chilean,Female,33,35,0.01938,0.09239,46087,219668,4258,1195941,0.90654,25.95,2.471
UN,Chilean,UN Chilean,Female,33,40,0.01996,0.09500,41829,199138,3974,976273,0.90064,23.34,2.482
UN,Chilean,UN Chilean,Female,33,45,0.02227,0.10550,37855,179352,3994,777136,0.88571,20.53,2.515
UN,Chilean,UN Chilean,Female,33,50,0.02681,0.12576,33861,158853,4258,597784,0.85692,17.65,2.545
UN,Chilean,UN Chilean,Female,33,55,0.03564,0.16387,29603,136124,4851,438931,0.81289,14.83,2.549
UN,Chilean,UN Chilean,Female,33,60,0.04813,0.21517,24752,110654,5326,302807,0.74950,12.23,2.539
UN,Chilean,UN Chilean,Female,33,65,0.06838,0.29191,19426,82935,5671,192153,0.66865,9.89,2.497
UN,Chilean,UN Chilean,Female,33,70,0.09401,0.37899,13755,55455,5213,109218,0.57054,7.94,2.444
UN,Chilean,UN Chilean,Female,33,75,0.13191,0.48858,8542,31639,4174,53764,0.47009,6.29,2.347
UN,Chilean,UN Chilean,Female,33,80,0.17150,0.58387,4369,14873,2551,22125,0.36869,5.06,2.267
UN,Chilean,UN Chilean,Female,33,85,0.22970,0.69285,1818,5484,1260,7252,0.26723,3.99,2.137
UN,Chilean,UN Chilean,Female,33,90,0.30012,0.78764,558,1465,440,1768,0.18279,3.17,1.984
UN,Chilean,UN Chilean,Female,33,95,0.38120,0.86109,119,268,102,302,0.11949,2.55,1.817
UN,Chilean,UN Chilean,Female,33,100,0.46945,0.91217,16,32,15,35,0.07627,2.10,1.649
UN,Chilean,UN Chilean,Female,33,105,0.55983,0.94470,1,2,1,3,0.04886,1.77,1.494
UN,Chilean,UN Chilean,Female,33,110,0.64672,0.96425,0,0,0,0,0.03226,1.54,1.361
UN,Chilean,UN Chilean,Female,33,115,0.72515,0.97568,0,0,0,0,0.02242,1.38,1.254
UN,Chilean,UN Chilean,Female,33,120,0.79196,0.98236,0,0,0,0,0.01658,1.26,1.173
UN,Chilean,UN Chilean,Female,33,125,0.84603,0.98634,0,0,0,0,0.01316,1.18,1.113
UN,Chilean,UN Chilean,Female,33,130,0.89005,1.00000,0,0,0,0,,1.12,1.124
UN,Chilean,UN Chilean,Female,34,0,0.26188,0.22379,100000,85454,22379,3400000,0.73826,34.00,0.350
UN,Chilean,UN Chilean,Female,34,1,0.03506,0.12813,77621,283675,9945,3314546,0.89803,42.70,1.304
UN,Chilean,UN Chilean,Female,34,5,0.00725,0.03550,67676,331488,2403,3030871,0.97160,44.79,2.132
UN,Chilean,UN Chilean,Female,34,10,0.00553,0.02729,65273,322074,1781,2699383,0.96418,41.36,2.590
UN,Chilean,UN Chilean,Female,34,15,0.00973,0.04759,63492,310539,3021,2377309,0.94104,37.44,2.709
UN,Chilean,UN Chilean,Female,34,20,0.01416,0.06841,60471,292229,4137,2066770,0.92738,34.18,2.552
UN,Chilean,UN Chilean,Female,34,25,0.01581,0.07604,56334,271009,4284,1774541,0.91967,31.50,2.511
UN,Chilean,UN Chilean,Female,34,30,0.01765,0.08451,52051,249238,4399,1503532,0.91315,28.89,2.496
UN,Chilean,UN Chilean,Female,34,35,0.01856,0.08866,47652,227593,4225,1254294,0.91006,26.32,2.475
UN,Chilean,UN Chilean,Female,34,40,0.01923,0.09172,43427,207122,3983,1026702,0.90382,23.64,2.486
UN,Chilean,UN Chilean,Female,34,45,0.02157,0.10236,39444,187200,4037,819580,0.88888,20.78,2.518
UN,Chilean,UN Chilean,Female,34,50,0.02606,0.12249,35406,166398,4337,632380,0.86038,17.86,2.548
UN,Chilean,UN Chilean,Female,34,55,0.03475,0.16015,31069,143166,4976,465982,0.81681,15.00,2.552
UN,Chilean,UN Chilean,Female,34,60,0.04708,0.21099,26094,116940,5506,322816,0.75383,12.37,2.543
UN,Chilean,UN Chilean,Female,34,65,0.06711,0.28736,20588,88153,5916,205877,0.67328,10.00,2.500
UN,Chilean,UN Chilean,Female,34,70,0.09249,0.37416,14672,59352,5490,117724,0.57546,8.02,2.448
UN,Chilean,UN Chilean,Female,34,75,0.13000,0.48355,9182,34154,4440,58372,0.47465,6.36,2.352
UN,Chilean,UN Chilean,Female,34,80,0.16959,0.57976,4742,16211,2749,24218,0.37237,5.11,2.272
UN,Chilean,UN Chilean,Female,34,85,0.22766,0.68961,1993,6037,1374,8006,0.26997,4.02,2.142
UN,Chilean,UN Chilean,Female,34,90,0.29811,0.78544,619,1630,486,1970,0.18456,3.18,1.989
UN,Chilean,UN Chilean,Female,34,95,0.37938,0.85982,133,301,114,340,0.12047,2.56,1.821
UN,Chilean,UN Chilean,Female,34,100,0.46800,0.91155,19,36,17,39,0.07674,2.10,1.652
UN,Chilean,UN Chilean,Female,34,105,0.55887,0.94446,2,3,2,3,0.04903,1.78,1.495
UN,Chilean,UN Chilean,Female,34,110,0.64627,0.96419,0,0,0,0,0.03230,1.54,1.362
UN,Chilean,UN Chilean,Female,34,115,0.72517,0.97569,0,0,0,0,0.02240,1.38,1.254
UN,Chilean,UN Chilean,Female,34,120,0.79232,0.98240,0,0,0,0,0.01654,1.26,1.173
UN,Chilean,UN Chilean,Female,34,125,0.84661,0.98638,0,0,0,0,0.01312,1.18,1.112
UN,Chilean,UN Chilean,Female,34,130,0.89058,1.00000,0,0,0,0,,1.12,1.123
UN,Chilean,UN Chilean,Female,35,0,0.25435,0.21827,100000,85813,21827,3500000,0.74554,35.00,0.350
UN,Chilean,UN Chilean,Female,35,1,0.03326,0.12210,78173,286956,9545,3414187,0.90277,43.67,1.304
UN,Chilean,UN Chilean,Female,35,5,0.00686,0.03365,68629,336523,2309,3127231,0.97307,45.57,2.133
UN,Chilean,UN Chilean,Female,35,10,0.00524,0.02588,66319,327461,1716,2790708,0.96605,42.08,2.591
UN,Chilean,UN Chilean,Female,35,15,0.00921,0.04508,64603,316344,2912,2463247,0.94414,38.13,2.710
UN,Chilean,UN Chilean,Female,35,20,0.01339,0.06485,61691,298673,4000,2146902,0.93104,34.80,2.555
UN,Chilean,UN Chilean,Female,35,25,0.01501,0.07233,57690,278078,4173,1848229,0.92347,32.04,2.514
UN,Chilean,UN Chilean,Female,35,30,0.01681,0.08065,53518,256796,4316,1570151,0.91691,29.34,2.500
UN,Chilean,UN Chilean,Female,35,35,0.01777,0.08505,49201,235460,4184,1313355,0.91346,26.69,2.479
UN,Chilean,UN Chilean,Female,35,40,0.01853,0.08853,45017,215083,3985,1077895,0.90691,23.94,2.490
UN,Chilean,UN Chilean,Female,35,45,0.02089,0.09930,41032,195060,4074,862813,0.89198,21.03,2.522
UN,Chilean,UN Chilean,Female,35,50,0.02534,0.11929,36957,173990,4409,667752,0.86378,18.07,2.551
UN,Chilean,UN Chilean,Female,35,55,0.03389,0.15648,32549,150290,5093,493762,0.82069,15.17,2.555
UN,Chilean,UN Chilean,Female,35,60,0.04605,0.20687,27455,123341,5680,343473,0.75812,12.51,2.546
UN,Chilean,UN Chilean,Female,35,65,0.06587,0.28284,21776,93507,6159,220132,0.67789,10.11,2.504
UN,Chilean,UN Chilean,Female,35,70,0.09100,0.36935,15617,63387,5768,126624,0.58037,8.11,2.452
UN,Chilean,UN Chilean,Female,35,75,0.12811,0.47853,9849,36788,4713,63237,0.47922,6.42,2.357
UN,Chilean,UN Chilean,Female,35,80,0.16769,0.57563,5136,17630,2956,26449,0.37606,5.15,2.277
UN,Chilean,UN Chilean,Female,35,85,0.22563,0.68635,2179,6630,1496,8819,0.27274,4.05,2.147
UN,Chilean,UN Chilean,Female,35,90,0.29609,0.78322,684,1808,535,2189,0.18635,3.20,1.993
UN,Chilean,UN Chilean,Female,35,95,0.37756,0.85853,148,337,127,381,0.12147,2.57,1.825
UN,Chilean,UN Chilean,Female,35,100,0.46654,0.91093,21,41,19,44,0.07721,2.11,1.655
UN,Chilean,UN Chilean,Female,35,105,0.55790,0.94422,2,3,2,3,0.04920,1.78,1.497
UN,Chilean,UN Chilean,Female,35,110,0.64582,0.96413,0,0,0,0,0.03233,1.54,1.362
UN,Chilean,UN Chilean,Female,35,115,0.72518,0.97571,0,0,0,0,0.02238,1.38,1.254
UN,Chilean,UN Chilean,Female,35,120,0.79267,0.98244,0,0,0,0,0.01650,1.26,1.172
UN,Chilean,UN Chilean,Female,35,125,0.84717,0.98642,0,0,0,0,0.01308,1.18,1.112
UN,Chilean,UN Chilean,Female,35,130,0.89111,1.00000,0,0,0,0,,1.12,1.122
UN,Chilean,UN Chilean,Female,36,0,0.24698,0.21282,100000,86167,21282,3600000,0.75270,36.00,0.350
UN,Chilean,UN Chilean,Female,36,1,0.03155,0.11629,78718,290182,9154,3513833,0.90731,44.64,1.303
UN,Chilean,UN Chilean,Female,36,5,0.00650,0.03188,69564,341464,2218,3223652,0.97447,46.34,2.135
UN,Chilean,UN Chilean,Female,36,10,0.00497,0.02454,67346,332747,1653,2882188,0.96783,42.80,2.591
UN,Chilean,UN Chilean,Female,36,15,0.00871,0.04269,65693,322042,2805,2549441,0.94709,38.81,2.710
UN,Chilean,UN Chilean,Female,36,20,0.01267,0.06145,62888,305003,3865,2227399,0.93454,35.42,2.558
UN,Chilean,UN Chilean,Female,36,25,0.01424,0.06877,59024,285038,4059,1922396,0.92712,32.57,2.517
UN,Chilean,UN Chilean,Female,36,30,0.01600,0.07694,54965,264264,4229,1637357,0.92054,29.79,2.503
UN,Chilean,UN Chilean,Female,36,35,0.01701,0.08156,50736,243264,4138,1373094,0.91675,27.06,2.484
UN,Chilean,UN Chilean,Female,36,40,0.01785,0.08543,46597,223013,3981,1129829,0.90992,24.25,2.494
UN,Chilean,UN Chilean,Female,36,45,0.02023,0.09631,42617,202924,4104,906816,0.89502,21.28,2.525
UN,Chilean,UN Chilean,Female,36,50,0.02463,0.11614,38512,181621,4473,703892,0.86713,18.28,2.554
UN,Chilean,UN Chilean,Female,36,55,0.03304,0.15287,34039,157489,5204,522271,0.82451,15.34,2.558
UN,Chilean,UN Chilean,Female,36,60,0.04503,0.20279,28836,129851,5848,364783,0.76238,12.65,2.550
UN,Chilean,UN Chilean,Female,36,65,0.06464,0.27835,22988,98996,6399,234931,0.68248,10.22,2.508
UN,Chilean,UN Chilean,Female,36,70,0.08951,0.36454,16589,67563,6047,135936,0.58530,8.19,2.456
UN,Chilean,UN Chilean,Female,36,75,0.12622,0.47347,10542,39545,4991,68373,0.48382,6.49,2.362
UN,Chilean,UN Chilean,Female,36,80,0.16579,0.57145,5551,19133,3172,28828,0.37980,5.19,2.282
UN,Chilean,UN Chilean,Female,36,85,0.22359,0.68304,2379,7267,1625,9696,0.27554,4.08,2.152
UN,Chilean,UN Chilean,Female,36,90,0.29406,0.78095,754,2002,589,2429,0.18818,3.22,1.998
UN,Chilean,UN Chilean,Female,36,95,0.37572,0.85722,165,377,142,427,0.12249,2.58,1.829
UN,Chilean,UN Chilean,Female,36,100,0.46506,0.91029,24,46,21,50,0.07769,2.12,1.657
UN,Chilean,UN Chilean,Female,36,105,0.55690,0.94397,2,4,2,4,0.04939,1.78,1.499
UN,Chilean,UN Chilean,Female,36,110,0.64534,0.96406,0,0,0,0,0.03237,1.54,1.363
UN,Chilean,UN Chilean,Female,36,115,0.72517,0.97572,0,0,0,0,0.02236,1.38,1.255
UN,Chilean,UN Chilean,Female,36,120,0.79301,0.98248,0,0,0,0,0.01646,1.26,1.172
UN,Chilean,UN Chilean,Female,36,125,0.84771,0.98647,0,0,0,0,0.01304,1.18,1.111
UN,Chilean,UN Chilean,Female,36,130,0.89163,1.00000,0,0,0,0,,1.12,1.122
UN,Chilean,UN Chilean,Female,37,0,0.23978,0.20745,100000,86516,20745,3700000,0.75973,37.00,0.350
UN,Chilean,UN Chilean,Female,37,1,0.02991,0.11071,79255,293348,8774,3613484,0.91167,45.59,1.302
UN,Chilean,UN Chilean,Female,37,5,0.00615,0.03020,70481,346309,2129,3320136,0.97581,47.11,2.136
UN,Chilean,UN Chilean,Female,37,10,0.00471,0.02326,68352,337932,1590,2973827,0.96953,43.51,2.591
UN,Chilean,UN Chilean,Female,37,15,0.00824,0.04042,66762,327634,2698,2635895,0.94991,39.48,2.710
UN,Chilean,UN Chilean,Female,37,20,0.01198,0.05821,64064,311222,3729,2308261,0.93789,36.03,2.560
UN,Chilean,UN Chilean,Female,37,25,0.01351,0.06536,60335,291893,3944,1997038,0.93062,33.10,2.519
UN,Chilean,UN Chilean,Female,37,30,0.01523,0.07337,56391,271641,4137,1705145,0.92403,30.24,2.507
UN,Chilean,UN Chilean,Female,37,35,0.01628,0.07819,52254,251005,4086,1433504,0.91995,27.43,2.488
UN,Chilean,UN Chilean,Female,37,40,0.01719,0.08241,48168,230912,3970,1182499,0.91286,24.55,2.499
UN,Chilean,UN Chilean,Female,37,45,0.01958,0.09338,44199,210790,4127,951588,0.89799,21.53,2.528
UN,Chilean,UN Chilean,Female,37,50,0.02393,0.11306,40071,189287,4530,740798,0.87042,18.49,2.557
UN,Chilean,UN Chilean,Female,37,55,0.03221,0.14931,35541,164760,5307,551511,0.82829,15.52,2.561
UN,Chilean,UN Chilean,Female,37,60,0.04403,0.19875,30234,136469,6009,386751,0.76660,12.79,2.553
UN,Chilean,UN Chilean,Female,37,65,0.06342,0.27387,24225,104617,6635,250282,0.68706,10.33,2.512
UN,Chilean,UN Chilean,Female,37,70,0.08803,0.35973,17590,71879,6328,145664,0.59023,8.28,2.460
UN,Chilean,UN Chilean,Female,37,75,0.12435,0.46840,11263,42425,5275,73786,0.48845,6.55,2.368
UN,Chilean,UN Chilean,Female,37,80,0.16389,0.56726,5987,20722,3396,31360,0.38357,5.24,2.287
UN,Chilean,UN Chilean,Female,37,85,0.22155,0.67970,2591,7949,1761,10638,0.27838,4.11,2.157
UN,Chilean,UN Chilean,Female,37,90,0.29203,0.77866,830,2213,646,2689,0.19003,3.24,2.003
