Type_MLT,Family,Type,Sex,E0,age,mxn,qxn,lxn,Lxn,dxn,Txn,sxn,exn,axn
CD,East,CD East,Male,28,70,0.11312,0.43846,11785,45679,5167,78138,0.49541,6.63,2.437
CD,East,CD East,Male,28,75,0.17176,0.58735,6618,22630,3887,32459,0.34890,4.90,2.309
CD,East,CD East,Male,28,80,0.25373,0.73363,2731,7896,2003,9829,0.21681,3.60,2.126
CD,East,CD East,Male,28,85,0.36121,0.85003,727,1712,618,1933,0.12124,2.66,1.886
CD,East,CD East,Male,28,90,0.48447,0.92174,109,208,101,221,0.06462,2.03,1.640
CD,East,CD East,Male,28,95,0.61038,0.95888,9,13,8,14,0.03530,1.63,1.424
CD,East,CD East,Male,28,100,0.72409,0.97645,0,0,0,0,0.02109,1.38,1.260
CD,East,CD East,Male,28,105,0.81533,0.98467,0,0,0,0,0.01424,1.23,1.149
CD,East,CD East,Male,28,110,0.88160,0.98866,0,0,0,0,0.01081,1.13,1.077
CD,East,CD East,Male,28,115,0.92625,0.99071,0,0,0,0,0.00902,1.08,1.033
CD,East,CD East,Male,28,120,0.95481,0.99180,0,0,0,0,0.00806,1.05,1.006
CD,East,CD East,Male,28,125,0.97247,0.99241,0,0,0,0,0.00756,1.03,0.990
CD,East,CD East,Male,28,130,0.98441,1.00000,0,0,0,0,,1.02,1.016
CD,East,CD East,Male,29,0,0.45331,0.34294,100000,75652,34294,2900000,0.61967,29.00,0.290
CD,East,CD East,Male,29,1,0.04505,0.16056,65706,234184,10550,2824348,0.86592,42.98,1.285
CD,East,CD East,Male,29,5,0.00939,0.04566,55156,268291,2519,2590164,0.97018,46.96,2.026
CD,East,CD East,Male,29,10,0.00440,0.02177,52638,260292,1146,2321873,0.97401,44.11,2.472
CD,East,CD East,Male,29,15,0.00679,0.03343,51492,253526,1721,2061581,0.95786,40.04,2.715
CD,East,CD East,Male,29,20,0.01004,0.04901,49771,242842,2439,1808054,0.95009,36.33,2.535
CD,East,CD East,Male,29,25,0.01027,0.05006,47332,230722,2369,1565213,0.94769,33.07,2.495
CD,East,CD East,Male,29,30,0.01148,0.05583,44962,218652,2510,1334491,0.93840,29.68,2.547
CD,East,CD East,Male,29,35,0.01415,0.06839,42452,205184,2903,1115839,0.92401,26.28,2.563
CD,East,CD East,Male,29,40,0.01756,0.08420,39549,189591,3330,910655,0.90682,23.03,2.552
CD,East,CD East,Male,29,45,0.02173,0.10316,36219,171925,3736,721064,0.88518,19.91,2.546
CD,East,CD East,Male,29,50,0.02741,0.12844,32483,152185,4172,549139,0.85441,16.91,2.548
CD,East,CD East,Male,29,55,0.03618,0.16617,28310,130028,4704,396954,0.80816,14.02,2.550
CD,East,CD East,Male,29,60,0.05026,0.22373,23606,105083,5281,266926,0.73575,11.31,2.549
CD,East,CD East,Male,29,65,0.07437,0.31378,18325,77315,5750,161843,0.63349,8.83,2.511
CD,East,CD East,Male,29,70,0.11090,0.43195,12575,48978,5432,84529,0.50221,6.72,2.442
CD,East,CD East,Male,29,75,0.16847,0.58010,7143,24597,4144,35551,0.35574,4.98,2.317
CD,East,CD East,Male,29,80,0.24927,0.72721,2999,8750,2181,10954,0.22222,3.65,2.136
CD,East,CD East,Male,29,85,0.35587,0.84572,818,1944,692,2204,0.12467,2.69,1.898
CD,East,CD East,Male,29,90,0.47877,0.91938,126,242,116,259,0.06646,2.05,1.650
CD,East,CD East,Male,29,95,0.60500,0.95776,10,16,10,17,0.03619,1.64,1.432
CD,East,CD East,Male,29,100,0.71963,0.97594,0,1,0,1,0.02150,1.39,1.266
CD,East,CD East,Male,29,105,0.81206,0.98444,0,0,0,0,0.01443,1.23,1.152
CD,East,CD East,Male,29,110,0.87945,0.98856,0,0,0,0,0.01090,1.14,1.079
CD,East,CD East,Male,29,115,0.92496,0.99066,0,0,0,0,0.00907,1.08,1.034
CD,East,CD East,Male,29,120,0.95412,0.99178,0,0,0,0,0.00807,1.05,1.007
CD,East,CD East,Male,29,125,0.97216,0.99240,0,0,0,0,0.00757,1.03,0.990
CD,East,CD East,Male,29,130,0.98407,1.00000,0,0,0,0,,1.02,1.016
CD,East,CD East,Male,30,0,0.43340,0.33142,100000,76469,33142,3000000,0.63179,30.00,0.290
CD,East,CD East,Male,30,1,0.04313,0.15447,66858,239425,10327,2923531,0.87137,43.73,1.288
CD,East,CD East,Male,30,5,0.00904,0.04400,56531,275262,2488,2684106,0.97123,47.48,2.028
CD,East,CD East,Male,30,10,0.00425,0.02104,54043,267342,1137,2408845,0.97484,44.57,2.473
CD,East,CD East,Male,30,15,0.00657,0.03238,52906,260616,1713,2141503,0.95917,40.48,2.716
CD,East,CD East,Male,30,20,0.00972,0.04747,51193,249976,2430,1880886,0.95166,36.74,2.536
CD,East,CD East,Male,30,25,0.00994,0.04848,48763,237891,2364,1630911,0.94935,33.45,2.495
CD,East,CD East,Male,30,30,0.01110,0.05405,46399,225842,2508,1393019,0.94037,30.02,2.547
CD,East,CD East,Male,30,35,0.01368,0.06621,43891,212376,2906,1167177,0.92638,26.59,2.564
CD,East,CD East,Male,30,40,0.01700,0.08162,40985,196742,3345,954801,0.90955,23.30,2.554
CD,East,CD East,Male,30,45,0.02109,0.10028,37640,178945,3774,758060,0.88815,20.14,2.549
CD,East,CD East,Male,30,50,0.02671,0.12535,33865,158931,4245,579114,0.85766,17.10,2.551
CD,East,CD East,Male,30,55,0.03535,0.16269,29620,136309,4819,420183,0.81194,14.19,2.553
CD,East,CD East,Male,30,60,0.04919,0.21950,24801,110675,5444,283874,0.74052,11.45,2.551
CD,East,CD East,Male,30,65,0.07282,0.30832,19357,81957,5968,173199,0.63935,8.95,2.515
CD,East,CD East,Male,30,70,0.10872,0.42549,13389,52399,5697,91243,0.50897,6.81,2.447
CD,East,CD East,Male,30,75,0.16523,0.57287,7692,26669,4407,38844,0.36260,5.05,2.324
CD,East,CD East,Male,30,80,0.24489,0.72075,3286,9670,2368,12174,0.22768,3.71,2.146
CD,East,CD East,Male,30,85,0.35059,0.84132,917,2202,772,2504,0.12816,2.73,1.909
CD,East,CD East,Male,30,90,0.47308,0.91697,146,282,133,302,0.06834,2.08,1.661
CD,East,CD East,Male,30,95,0.59960,0.95661,12,19,12,20,0.03710,1.66,1.441
CD,East,CD East,Male,30,100,0.71512,0.97542,1,1,1,1,0.02193,1.39,1.272
CD,East,CD East,Male,30,105,0.80873,0.98420,0,0,0,0,0.01463,1.23,1.156
CD,East,CD East,Male,30,110,0.87723,0.98845,0,0,0,0,0.01100,1.14,1.082
CD,East,CD East,Male,30,115,0.92361,0.99060,0,0,0,0,0.00911,1.08,1.035
CD,East,CD East,Male,30,120,0.95337,0.99175,0,0,0,0,0.00810,1.05,1.007
CD,East,CD East,Male,30,125,0.97181,0.99239,0,0,0,0,0.00758,1.03,0.991
CD,East,CD East,Male,30,130,0.98373,1.00000,0,0,0,0,,1.02,1.017
CD,East,CD East,Male,31,0,0.41454,0.32027,100000,77261,32027,3100000,0.64362,31.00,0.290
CD,East,CD East,Male,31,1,0.04127,0.14847,67973,244550,10092,3022739,0.87668,44.47,1.291
CD,East,CD East,Male,31,5,0.00869,0.04237,57881,282125,2452,2778189,0.97226,48.00,2.031
CD,East,CD East,Male,31,10,0.00411,0.02033,55429,274298,1127,2496064,0.97567,45.03,2.474
CD,East,CD East,Male,31,15,0.00636,0.03135,54302,267624,1702,2221766,0.96046,40.91,2.717
CD,East,CD East,Male,31,20,0.00941,0.04597,52600,257042,2418,1954142,0.95319,37.15,2.536
CD,East,CD East,Male,31,25,0.00961,0.04693,50182,245011,2355,1697100,0.95098,33.82,2.496
CD,East,CD East,Male,31,30,0.01073,0.05230,47827,233000,2501,1452090,0.94230,30.36,2.548
CD,East,CD East,Male,31,35,0.01323,0.06408,45325,219556,2904,1219090,0.92871,26.90,2.565
CD,East,CD East,Male,31,40,0.01646,0.07911,42421,203904,3356,999534,0.91221,23.56,2.556
CD,East,CD East,Male,31,45,0.02047,0.09748,39065,186002,3808,795630,0.89104,20.37,2.551
CD,East,CD East,Male,31,50,0.02603,0.12236,35257,165735,4314,609627,0.86080,17.29,2.554
CD,East,CD East,Male,31,55,0.03456,0.15933,30943,142664,4930,443893,0.81558,14.35,2.556
CD,East,CD East,Male,31,60,0.04817,0.21545,26013,116354,5604,301228,0.74508,11.58,2.554
CD,East,CD East,Male,31,65,0.07135,0.30310,20408,86693,6186,184875,0.64493,9.06,2.519
CD,East,CD East,Male,31,70,0.10668,0.41936,14223,55911,5964,98182,0.51535,6.90,2.451
CD,East,CD East,Male,31,75,0.16224,0.56607,8258,28814,4675,42271,0.36902,5.12,2.331
CD,East,CD East,Male,31,80,0.24087,0.71471,3583,10633,2561,13457,0.23280,3.76,2.156
CD,East,CD East,Male,31,85,0.34577,0.83721,1022,2475,856,2824,0.13143,2.76,1.920
CD,East,CD East,Male,31,90,0.46791,0.91471,166,325,152,349,0.07010,2.10,1.671
CD,East,CD East,Male,31,95,0.59471,0.95553,14,23,14,24,0.03795,1.67,1.449
CD,East,CD East,Male,31,100,0.71106,0.97494,1,1,1,1,0.02232,1.40,1.278
CD,East,CD East,Male,31,105,0.80574,0.98399,0,0,0,0,0.01481,1.24,1.160
CD,East,CD East,Male,31,110,0.87525,0.98835,0,0,0,0,0.01108,1.14,1.084
CD,East,CD East,Male,31,115,0.92242,0.99056,0,0,0,0,0.00915,1.08,1.036
CD,East,CD East,Male,31,120,0.95273,0.99173,0,0,0,0,0.00811,1.05,1.008
CD,East,CD East,Male,31,125,0.97150,0.99238,0,0,0,0,0.00759,1.03,0.991
CD,East,CD East,Male,31,130,0.98344,1.00000,0,0,0,0,,1.02,1.017
CD,East,CD East,Male,32,0,0.39646,0.30938,100000,78034,30938,3200000,0.65523,32.00,0.290
CD,East,CD East,Male,32,1,0.03948,0.14266,69062,249583,9853,3121966,0.88178,45.21,1.294
CD,East,CD East,Male,32,5,0.00836,0.04078,59209,288885,2415,2872383,0.97325,48.51,2.034
CD,East,CD East,Male,32,10,0.00397,0.01963,56795,281158,1115,2583498,0.97646,45.49,2.476
CD,East,CD East,Male,32,15,0.00616,0.03035,55680,274540,1690,2302340,0.96171,41.35,2.717
CD,East,CD East,Male,32,20,0.00910,0.04451,53990,264028,2403,2027799,0.95469,37.56,2.537
CD,East,CD East,Male,32,25,0.00930,0.04543,51586,252064,2343,1763771,0.95256,34.19,2.496
CD,East,CD East,Male,32,30,0.01038,0.05060,49243,240106,2492,1511707,0.94417,30.70,2.548
CD,East,CD East,Male,32,35,0.01279,0.06201,46751,226701,2899,1271601,0.93097,27.20,2.566
CD,East,CD East,Male,32,40,0.01593,0.07667,43852,211052,3362,1044900,0.91480,23.83,2.558
CD,East,CD East,Male,32,45,0.01987,0.09475,40490,193069,3836,833848,0.89386,20.59,2.554
CD,East,CD East,Male,32,50,0.02537,0.11944,36654,172576,4378,640779,0.86388,17.48,2.557
CD,East,CD East,Male,32,55,0.03378,0.15603,32276,149084,5036,468203,0.81916,14.51,2.558
CD,East,CD East,Male,32,60,0.04717,0.21145,27240,122124,5760,319118,0.74958,11.71,2.556
CD,East,CD East,Male,32,65,0.06991,0.29795,21480,91542,6400,196994,0.65047,9.17,2.522
CD,East,CD East,Male,32,70,0.10467,0.41328,15080,59545,6232,105452,0.52171,6.99,2.456
CD,East,CD East,Male,32,75,0.15929,0.55928,8848,31065,4948,45907,0.37546,5.19,2.338
CD,East,CD East,Male,32,80,0.23690,0.70862,3899,11664,2763,14842,0.23797,3.81,2.165
CD,East,CD East,Male,32,85,0.34100,0.83302,1136,2776,946,3178,0.13477,2.80,1.930
CD,East,CD East,Male,32,90,0.46276,0.91239,190,374,173,402,0.07191,2.12,1.681
CD,East,CD East,Male,32,95,0.58980,0.95443,17,27,16,28,0.03882,1.68,1.457
CD,East,CD East,Male,32,100,0.70695,0.97444,1,1,1,1,0.02272,1.41,1.283
CD,East,CD East,Male,32,105,0.80270,0.98376,0,0,0,0,0.01499,1.24,1.163
CD,East,CD East,Male,32,110,0.87323,0.98824,0,0,0,0,0.01117,1.14,1.086
CD,East,CD East,Male,32,115,0.92119,0.99051,0,0,0,0,0.00920,1.09,1.038
CD,East,CD East,Male,32,120,0.95204,0.99171,0,0,0,0,0.00813,1.05,1.009
CD,East,CD East,Male,32,125,0.97117,0.99237,0,0,0,0,0.00760,1.03,0.991
CD,East,CD East,Male,32,130,0.98314,1.00000,0,0,0,0,,1.02,1.017
CD,East,CD East,Male,33,0,0.37920,0.29877,100000,78788,29877,3300000,0.66661,33.00,0.290
CD,East,CD East,Male,33,1,0.03775,0.13700,70123,254518,9607,3221212,0.88671,45.94,1.296
CD,East,CD East,Male,33,5,0.00803,0.03924,60517,295546,2375,2966695,0.97423,49.02,2.037
CD,East,CD East,Male,33,10,0.00383,0.01896,58142,287929,1102,2671149,0.97724,45.94,2.477
CD,East,CD East,Male,33,15,0.00596,0.02938,57040,281375,1676,2383220,0.96293,41.78,2.718
CD,East,CD East,Male,33,20,0.00881,0.04309,55364,270945,2386,2101845,0.95614,37.96,2.537
CD,East,CD East,Male,33,25,0.00899,0.04396,52978,259061,2329,1830900,0.95410,34.56,2.497
CD,East,CD East,Male,33,30,0.01003,0.04894,50649,247170,2479,1571839,0.94600,31.03,2.549
CD,East,CD East,Male,33,35,0.01236,0.05999,48170,233822,2890,1324669,0.93317,27.50,2.567
CD,East,CD East,Male,33,40,0.01542,0.07428,45281,218196,3364,1090846,0.91732,24.09,2.560
CD,East,CD East,Male,33,45,0.01929,0.09209,41917,200155,3860,872650,0.89660,20.82,2.557
CD,East,CD East,Male,33,50,0.02472,0.11659,38057,179459,4437,672495,0.86687,17.67,2.560
CD,East,CD East,Male,33,55,0.03303,0.15282,33620,155569,5138,493036,0.82264,14.66,2.561
CD,East,CD East,Male,33,60,0.04620,0.20757,28482,127977,5912,337467,0.75397,11.85,2.558
CD,East,CD East,Male,33,65,0.06852,0.29294,22570,96491,6612,209490,0.65584,9.28,2.525
CD,East,CD East,Male,33,70,0.10273,0.40737,15959,63283,6501,112999,0.52788,7.08,2.460
CD,East,CD East,Male,33,75,0.15647,0.55270,9458,33406,5227,49716,0.38171,5.26,2.344
CD,East,CD East,Male,33,80,0.23313,0.70270,4230,12751,2973,16311,0.24300,3.86,2.174
CD,East,CD East,Male,33,85,0.33645,0.82893,1258,3099,1043,3559,0.13802,2.83,1.940
CD,East,CD East,Male,33,90,0.45785,0.91012,215,428,196,460,0.07367,2.14,1.690
CD,East,CD East,Male,33,95,0.58512,0.95335,19,32,18,33,0.03967,1.70,1.464
CD,East,CD East,Male,33,100,0.70304,0.97396,1,1,1,1,0.02311,1.42,1.289
CD,East,CD East,Male,33,105,0.79981,0.98355,0,0,0,0,0.01517,1.25,1.167
CD,East,CD East,Male,33,110,0.87130,0.98814,0,0,0,0,0.01126,1.15,1.088
CD,East,CD East,Male,33,115,0.92002,0.99046,0,0,0,0,0.00924,1.09,1.039
CD,East,CD East,Male,33,120,0.95138,0.99169,0,0,0,0,0.00815,1.05,1.009
CD,East,CD East,Male,33,125,0.97084,0.99236,0,0,0,0,0.00760,1.03,0.992
CD,East,CD East,Male,33,130,0.98287,1.00000,0,0,0,0,,1.02,1.017
CD,East,CD East,Male,34,0,0.36270,0.28843,100000,79522,28843,3400000,0.67776,34.00,0.290
CD,East,CD East,Male,34,1,0.03607,0.13146,71157,259359,9355,3320478,0.89149,46.66,1.299
CD,East,CD East,Male,34,5,0.00772,0.03773,61803,302110,2332,3061119,0.97518,49.53,2.039
CD,East,CD East,Male,34,10,0.00369,0.01830,59471,294611,1088,2759009,0.97800,46.39,2.478
CD,East,CD East,Male,34,15,0.00576,0.02843,58383,288129,1660,2464398,0.96412,42.21,2.719
CD,East,CD East,Male,34,20,0.00852,0.04170,56723,277792,2366,2176268,0.95756,38.37,2.538
CD,East,CD East,Male,34,25,0.00869,0.04253,54358,266002,2312,1898477,0.95560,34.93,2.497
CD,East,CD East,Male,34,30,0.00969,0.04733,52046,254192,2463,1632475,0.94778,31.37,2.549
CD,East,CD East,Male,34,35,0.01194,0.05801,49582,240918,2876,1378283,0.93532,27.80,2.569
CD,East,CD East,Male,34,40,0.01491,0.07196,46706,225336,3361,1137365,0.91978,24.35,2.562
CD,East,CD East,Male,34,45,0.01872,0.08950,43345,207259,3879,912029,0.89928,21.04,2.560
CD,East,CD East,Male,34,50,0.02410,0.11381,39466,186384,4492,704770,0.86979,17.86,2.563
CD,East,CD East,Male,34,55,0.03229,0.14969,34974,162115,5235,518386,0.82603,14.82,2.563
CD,East,CD East,Male,34,60,0.04526,0.20379,29739,133912,6060,356271,0.75823,11.98,2.561
CD,East,CD East,Male,34,65,0.06718,0.28806,23678,101536,6821,222359,0.66107,9.39,2.529
CD,East,CD East,Male,34,70,0.10087,0.40164,16858,67122,6771,120822,0.53387,7.17,2.465
CD,East,CD East,Male,34,75,0.15378,0.54631,10087,35835,5511,53700,0.38778,5.32,2.351
CD,East,CD East,Male,34,80,0.22953,0.69696,4576,13896,3190,17865,0.24789,3.90,2.183
CD,East,CD East,Male,34,85,0.33212,0.82494,1387,3445,1144,3969,0.14119,2.86,1.950
CD,East,CD East,Male,34,90,0.45319,0.90791,243,486,220,525,0.07539,2.16,1.699
CD,East,CD East,Male,34,95,0.58068,0.95230,22,37,21,38,0.04049,1.71,1.472
CD,East,CD East,Male,34,100,0.69933,0.97350,1,1,1,2,0.02349,1.43,1.294
CD,East,CD East,Male,34,105,0.79707,0.98334,0,0,0,0,0.01535,1.25,1.170
CD,East,CD East,Male,34,110,0.86949,0.98805,0,0,0,0,0.01134,1.15,1.090
CD,East,CD East,Male,34,115,0.91892,0.99041,0,0,0,0,0.00928,1.09,1.040
CD,East,CD East,Male,34,120,0.95077,0.99167,0,0,0,0,0.00817,1.05,1.010
CD,East,CD East,Male,34,125,0.97054,0.99235,0,0,0,0,0.00761,1.03,0.992
CD,East,CD East,Male,34,130,0.98262,1.00000,0,0,0,0,,1.02,1.018
CD,East,CD East,Male,35,0,0.34684,0.27831,100000,80240,27831,3500000,0.68871,35.00,0.290
CD,East,CD East,Male,35,1,0.03446,0.12611,72169,264115,9101,3419760,0.89610,47.39,1.301
CD,East,CD East,Male,35,5,0.00741,0.03627,63068,308576,2287,3155645,0.97610,50.04,2.042
CD,East,CD East,Male,35,10,0.00356,0.01765,60781,301201,1073,2847069,0.97874,46.84,2.480
CD,East,CD East,Male,35,15,0.00557,0.02750,59708,294796,1642,2545868,0.96528,42.64,2.720
CD,East,CD East,Male,35,20,0.00823,0.04035,58066,284561,2343,2251072,0.95894,38.77,2.538
CD,East,CD East,Male,35,25,0.00840,0.04114,55723,272876,2293,1966512,0.95707,35.29,2.497
CD,East,CD East,Male,35,30,0.00936,0.04576,53430,261161,2445,1693635,0.94951,31.70,2.550
CD,East,CD East,Male,35,35,0.01153,0.05610,50985,247976,2860,1432475,0.93741,28.10,2.570
CD,East,CD East,Male,35,40,0.01443,0.06969,48125,232455,3354,1184499,0.92218,24.61,2.564
CD,East,CD East,Male,35,45,0.01816,0.08696,44771,214367,3893,952043,0.90190,21.26,2.563
CD,East,CD East,Male,35,50,0.02349,0.11108,40878,193338,4541,737676,0.87267,18.05,2.566
CD,East,CD East,Male,35,55,0.03158,0.14661,36337,168719,5327,544339,0.82938,14.98,2.566
CD,East,CD East,Male,35,60,0.04433,0.20005,31010,139933,6203,375620,0.76245,12.11,2.563
CD,East,CD East,Male,35,65,0.06585,0.28323,24806,106692,7026,235687,0.66626,9.50,2.532
CD,East,CD East,Male,35,70,0.09903,0.39592,17781,71085,7040,128994,0.53986,7.25,2.469
CD,East,CD East,Male,35,75,0.15111,0.53991,10741,38376,5799,57909,0.39387,5.39,2.357
CD,East,CD East,Male,35,80,0.22597,0.69117,4942,15115,3416,19533,0.25284,3.95,2.191
CD,East,CD East,Male,35,85,0.32781,0.82089,1526,3822,1253,4418,0.14443,2.89,1.960
CD,East,CD East,Male,35,90,0.44852,0.90564,273,552,248,596,0.07715,2.18,1.709
CD,East,CD East,Male,35,95,0.57621,0.95122,26,43,25,44,0.04134,1.72,1.479
CD,East,CD East,Male,35,100,0.69557,0.97302,1,2,1,2,0.02388,1.43,1.299
CD,East,CD East,Male,35,105,0.79428,0.98312,0,0,0,0,0.01553,1.26,1.173
CD,East,CD East,Male,35,110,0.86763,0.98795,0,0,0,0,0.01142,1.15,1.092
CD,East,CD East,Male,35,115,0.91778,0.99037,0,0,0,0,0.00932,1.09,1.041
CD,East,CD East,Male,35,120,0.95013,0.99164,0,0,0,0,0.00819,1.05,1.010
CD,East,CD East,Male,35,125,0.97021,0.99234,0,0,0,0,0.00762,1.03,0.992
CD,East,CD East,Male,35,130,0.98237,1.00000,0,0,0,0,,1.02,1.018
CD,East,CD East,Male,36,0,0.33170,0.26847,100000,80938,26847,3600000,0.69944,36.00,0.290
CD,East,CD East,Male,36,1,0.03288,0.12081,73153,268781,8838,3519062,0.90060,48.11,1.304
CD,East,CD East,Male,36,5,0.00711,0.03482,64315,314958,2239,3250280,0.97701,50.54,2.045
CD,East,CD East,Male,36,10,0.00343,0.01702,62076,307718,1057,2935322,0.97946,47.29,2.482
CD,East,CD East,Male,36,15,0.00538,0.02660,61019,301397,1623,2627605,0.96641,43.06,2.721
CD,East,CD East,Male,36,20,0.00796,0.03903,59396,291274,2318,2326208,0.96029,39.16,2.538
CD,East,CD East,Male,36,25,0.00812,0.03978,57078,279708,2271,2034934,0.95850,35.65,2.498
CD,East,CD East,Male,36,30,0.00904,0.04421,54807,268100,2423,1755227,0.95122,32.03,2.550
CD,East,CD East,Male,36,35,0.01114,0.05422,52384,255021,2840,1487126,0.93946,28.39,2.571
CD,East,CD East,Male,36,40,0.01395,0.06748,49544,239582,3343,1232105,0.92453,24.87,2.566
CD,East,CD East,Male,36,45,0.01762,0.08450,46201,221500,3904,992523,0.90444,21.48,2.565
CD,East,CD East,Male,36,50,0.02290,0.10844,42297,200334,4587,771023,0.87544,18.23,2.569
CD,East,CD East,Male,36,55,0.03089,0.14365,37710,175380,5417,570689,0.83260,15.13,2.569
CD,East,CD East,Male,36,60,0.04345,0.19647,32293,146021,6345,395309,0.76648,12.24,2.566
CD,East,CD East,Male,36,65,0.06460,0.27863,25949,111923,7230,249288,0.67120,9.61,2.535
CD,East,CD East,Male,36,70,0.09731,0.39051,18719,75123,7310,137365,0.54550,7.34,2.473
CD,East,CD East,Male,36,75,0.14864,0.53390,11409,40980,6091,62242,0.39957,5.46,2.363
CD,East,CD East,Male,36,80,0.22270,0.68575,5318,16374,3647,21263,0.25746,4.00,2.199
CD,East,CD East,Male,36,85,0.32389,0.81711,1671,4216,1365,4888,0.14743,2.93,1.968
CD,East,CD East,Male,36,90,0.44430,0.90354,306,622,276,673,0.07877,2.20,1.717
CD,East,CD East,Male,36,95,0.57220,0.95023,29,49,28,51,0.04211,1.73,1.486
CD,East,CD East,Male,36,100,0.69224,0.97258,1,2,1,2,0.02422,1.44,1.304
CD,East,CD East,Male,36,105,0.79185,0.98294,0,0,0,0,0.01568,1.26,1.176
CD,East,CD East,Male,36,110,0.86602,0.98786,0,0,0,0,0.01149,1.15,1.093
CD,East,CD East,Male,36,115,0.91682,0.99033,0,0,0,0,0.00935,1.09,1.042
CD,East,CD East,Male,36,120,0.94960,0.99163,0,0,0,0,0.00820,1.05,1.011
CD,East,CD East,Male,36,125,0.96996,0.99233,0,0,0,0,0.00763,1.03,0.992
CD,East,CD East,Male,36,130,0.98217,1.00000,0,0,0,0,,1.02,1.018
CD,East,CD East,Male,37,0,0.31712,0.25884,100000,81622,25884,3700000,0.70998,37.00,0.290
CD,East,CD East,Male,37,1,0.03136,0.11568,74116,273366,8574,3618378,0.90494,48.82,1.306
CD,East,CD East,Male,37,5,0.00682,0.03342,65542,321245,2190,3345011,0.97789,51.04,2.048
CD,East,CD East,Male,37,10,0.00331,0.01641,63352,314144,1040,3023766,0.98016,47.73,2.483
CD,East,CD East,Male,37,15,0.00520,0.02571,62312,307911,1602,2709622,0.96752,43.48,2.722
CD,East,CD East,Male,37,20,0.00769,0.03774,60710,297910,2291,2401711,0.96161,39.56,2.539
CD,East,CD East,Male,37,25,0.00784,0.03845,58419,286473,2246,2103800,0.95990,36.01,2.498
CD,East,CD East,Male,37,30,0.00873,0.04271,56172,274985,2399,1817327,0.95287,32.35,2.551
CD,East,CD East,Male,37,35,0.01075,0.05238,53773,262026,2817,1542342,0.94146,28.68,2.572
CD,East,CD East,Male,37,40,0.01349,0.06532,50956,246686,3328,1280316,0.92682,25.13,2.568
CD,East,CD East,Male,37,45,0.01710,0.08208,47628,228633,3909,1033630,0.90694,21.70,2.568
CD,East,CD East,Male,37,50,0.02232,0.10584,43719,207357,4627,804997,0.87817,18.41,2.572
CD,East,CD East,Male,37,55,0.03021,0.14072,39091,182095,5501,597640,0.83578,15.29,2.571
CD,East,CD East,Male,37,60,0.04258,0.19292,33590,152191,6480,415545,0.77049,12.37,2.568
CD,East,CD East,Male,37,65,0.06336,0.27405,27110,117262,7430,263353,0.67612,9.71,2.538
CD,East,CD East,Male,37,70,0.09560,0.38511,19681,79283,7579,146091,0.55115,7.42,2.477
CD,East,CD East,Male,37,75,0.14619,0.52787,12101,43697,6388,66808,0.40532,5.52,2.369
CD,East,CD East,Male,37,80,0.21945,0.68028,5713,17711,3887,23111,0.26214,4.05,2.207
CD,East,CD East,Male,37,85,0.31997,0.81326,1827,4643,1486,5400,0.15049,2.96,1.977
CD,East,CD East,Male,37,90,0.44006,0.90139,341,699,307,757,0.08043,2.22,1.725
CD,East,CD East,Male,37,95,0.56817,0.94921,34,56,32,59,0.04290,1.74,1.493
CD,East,CD East,Male,37,100,0.68887,0.97214,2,2,2,2,0.02458,1.45,1.308
CD,East,CD East,Male,37,105,0.78937,0.98274,0,0,0,0,0.01584,1.26,1.179
CD,East,CD East,Male,37,110,0.86439,0.98777,0,0,0,0,0.01157,1.16,1.095
CD,East,CD East,Male,37,115,0.91583,0.99029,0,0,0,0,0.00938,1.09,1.043
CD,East,CD East,Male,37,120,0.94905,0.99161,0,0,0,0,0.00822,1.05,1.011
CD,East,CD East,Male,37,125,0.96968,0.99233,0,0,0,0,0.00764,1.03,0.993
CD,East,CD East,Male,37,130,0.98197,1.00000,0,0,0,0,,1.02,1.018
CD,East,CD East,Male,38,0,0.30311,0.24943,100000,82290,24943,3800000,0.72032,38.00,0.290
CD,East,CD East,Male,38,1,0.02989,0.11066,75057,277872,8306,3717710,0.90917,49.53,1.308
CD,East,CD East,Male,38,5,0.00653,0.03204,66751,327448,2139,3439838,0.97876,51.53,2.051
CD,East,CD East,Male,38,10,0.00319,0.01581,64612,320492,1022,3112391,0.98085,48.17,2.485
CD,East,CD East,Male,38,15,0.00503,0.02485,63591,314354,1580,2791899,0.96860,43.90,2.723
CD,East,CD East,Male,38,20,0.00743,0.03649,62010,304483,2262,2477545,0.96290,39.95,2.539
CD,East,CD East,Male,38,25,0.00757,0.03715,59748,293186,2220,2173061,0.96127,36.37,2.498
CD,East,CD East,Male,38,30,0.00842,0.04124,57528,281830,2373,1879876,0.95449,32.68,2.551
CD,East,CD East,Male,38,35,0.01037,0.05059,55155,269004,2791,1598046,0.94341,28.97,2.573
CD,East,CD East,Male,38,40,0.01304,0.06321,52365,253781,3310,1329042,0.92905,25.38,2.570
CD,East,CD East,Male,38,45,0.01659,0.07973,49055,235776,3911,1075261,0.90938,21.92,2.571
CD,East,CD East,Male,38,50,0.02175,0.10331,45144,214410,4664,839485,0.88084,18.60,2.575
CD,East,CD East,Male,38,55,0.02955,0.13785,40480,188862,5580,625075,0.83888,15.44,2.574
CD,East,CD East,Male,38,60,0.04174,0.18947,34900,158433,6612,436214,0.77439,12.50,2.570
