"ISO.Code","Country.Name","X1950.5","X1951.5","X1952.5","X1953.5","X1954.5","X1955.5","X1956.5","X1957.5","X1958.5","X1959.5","X1960.5","X1961.5","X1962.5","X1963.5","X1964.5","X1965.5","X1966.5","X1967.5","X1968.5","X1969.5","X1970.5","X1971.5","X1972.5","X1973.5","X1974.5","X1975.5","X1976.5","X1977.5","X1978.5","X1979.5","X1980.5","X1981.5","X1982.5","X1983.5","X1984.5","X1985.5","X1986.5","X1987.5","X1988.5","X1989.5","X1990.5","X1991.5","X1992.5","X1993.5","X1994.5","X1995.5","X1996.5","X1997.5","X1998.5","X1999.5","X2000.5","X2001.5","X2002.5","X2003.5","X2004.5","X2005.5","X2006.5","X2007.5","X2008.5","X2009.5","X2010.5","X2011.5","X2012.5","X2013.5","X2014.5","X2015.5","X2016.5","X2017.5","X2018.5","X2019.5"
"UKR","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1922,35.9212,34.7444,33.7715,32.8545,32.1624,31.5137,30.9239,30.3362,29.619,28.7734,27.8112,26.7542,25.6753,24.6493,23.6901,22.871,22.21,21.7163,21.4156,21.3633,21.5169,21.8083,22.1394,22.3928,22.4482,22.2582,21.7983,21.114,20.2871,19.3734,18.4559,17.5807,16.7622,16.0301,15.3981,14.8156,14.205,13.5651,12.9084,12.3005,11.7327,11.2443,10.7942,10.4159,10.0806,9.7683,9.4603,9.1828
"ARE","United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.1182,199.484,189.1494,178.7115,168.1007,157.2602,146.265,135.2667,124.4836,113.9444,103.8665,94.4279,85.8253,77.8795,70.6504,64.0862,58.0598,52.518,47.4359,42.85,38.8,35.1955,32.1203,29.4811,27.2003,25.2457,23.5593,22.0759,20.7384,19.5433,18.4831,17.5417,16.6958,15.9326,15.2666,14.6609,14.1396,13.6645,13.2289,12.841,12.4739,12.116,11.791,11.4709,11.14,10.7837,10.4714,10.1824,9.91,9.6196,9.3792,9.167,8.9949,8.8499,8.7441,8.6588,8.5869,8.5058,8.3752,8.244
"GBR","United Kingdom",40.8863,39.2149,37.496,35.8427,34.4342,33.1123,32.0756,31.1865,30.5405,29.9953,29.6351,29.208,28.6449,27.837,26.9835,26.1834,25.4183,24.7662,24.394,24.0126,23.5878,23.0569,22.431,21.7367,20.9486,20.0838,19.2543,18.3659,17.4877,16.6361,15.7629,14.9543,14.2097,13.5749,13.0895,12.7349,12.4361,12.0965,11.6544,11.0822,10.4272,9.73,9.1187,8.6322,8.2347,7.9735,7.7852,7.6265,7.4879,7.3539,7.2223,7.1034,6.9742,6.8536,6.7417,6.6274,6.4787,6.3116,6.1161,5.8958,5.661,5.4591,5.263,5.0989,4.9707,4.8873,4.8193,4.7695,4.7175,4.661
"TZA","United Republic of Tanzania",NA,268.4746,266.3554,264.0989,262.0118,260.0255,257.9884,255.9152,254.0098,251.899,249.6377,247.7286,245.4822,243.1051,240.255,237.2837,234.1736,230.9388,227.6123,224.116,220.7984,217.3943,213.8193,210.0401,206.0434,201.8864,197.484,193.325,189.5533,186.3277,184.4719,183.6016,183.4305,183.4821,183.328,182.6404,181.0188,178.8642,176.4099,173.6329,171.2331,169.1156,167.3236,165.5112,163.4872,160.9536,157.6353,153.385,147.9698,141.4696,134.1116,126.1451,118.2164,110.7313,104.1622,98.1701,92.9479,88.0398,83.8206,79.6179,75.9895,72.3149,69.2201,66.4548,63.7115,61.7094,59.5238,57.4111,55.4798,53.8808
"USA","United States of America",42.1145,41.0023,39.8036,38.821,37.8338,36.9423,36.2157,35.441,34.7542,34.252,33.7169,33.0163,32.4084,31.7529,30.9909,30.2859,29.5289,28.7559,27.933,26.9917,25.9928,25.0334,24.0658,23.0336,21.9655,20.8931,19.887,19.0159,18.1398,17.3411,16.603,15.9178,15.3606,14.8467,14.436,14.1476,13.806,13.4602,13.1208,12.7797,12.4484,12.0618,11.6126,11.1731,10.7557,10.3925,10.0793,9.8241,9.5703,9.4064,9.2616,9.1483,9.052,8.9795,8.8669,8.7578,8.6218,8.4855,8.3215,8.1801,8.012,7.8515,7.7211,7.6103,7.4963,7.4057,7.3261,7.2541,7.1647,7.048
"URY","Uruguay",72.7646,69.7052,67.386,66.0473,65.7294,66.3312,67.5016,68.7963,69.7822,69.9834,69.4183,68.2159,66.7084,65.3413,64.3217,63.6724,63.2242,62.8143,62.0371,60.7468,59.5294,58.7897,58.7221,59.3496,60.192,60.4858,59.4073,56.7389,52.9163,48.2595,43.5653,39.5159,36.3508,34.094,32.6508,31.5476,30.3337,28.9826,27.6497,26.4315,25.3961,24.607,24.0446,23.6253,23.2716,22.8173,22.1384,21.2568,20.3628,19.5411,18.8722,18.3699,17.954,17.4424,16.733,15.8834,14.9505,14.0081,13.1287,12.4112,11.8225,11.3855,11.0271,10.6429,10.2489,9.8014,9.2855,8.777,8.2449,7.7545
"UZB","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.5559,127.9592,120.1033,112.5032,105.8685,100.0743,94.7917,90.1526,86.2821,83.3903,81.4755,80.4623,80.0959,80.0153,79.7046,79.0905,78.285,77.2199,75.8262,74.091,71.9287,69.29,66.2129,62.9834,59.6789,56.294,53.0414,49.7799,46.58,43.5176,40.5375,37.6927,35,32.4652,30.1048,27.8606,25.817,23.9353,22.292,20.8987,19.7484
"VUT","Vanuatu",NA,NA,184.2038,181.3649,178.1949,174.8276,171.8282,168.6934,165.2971,161.8483,158.3387,154.5687,150.3801,145.7428,141.1506,136.5501,131.8919,127.0291,122.0082,117.3657,112.803,108.2808,103.9677,99.8771,96.0315,92.3492,88.558,84.7972,80.9315,76.7064,72.4341,67.9897,63.4818,58.9747,54.8015,50.9272,47.4326,44.4668,41.8894,39.7538,37.9227,36.2926,34.9059,33.7542,32.7823,32.0059,31.4713,35.6691,30.8315,30.6675,30.5071,30.4162,30.38,30.4306,30.5119,30.6902,30.869,31.0612,31.3226,31.508,31.7598,31.921,31.9512,31.7765,31.4268,30.8684,30.1967,29.4523,28.723,27.9419
"VEN","Venezuela (Bolivarian Republic of)",NA,121.4964,116.38,111.6415,107.1304,102.8104,98.5727,94.572,90.936,87.6363,84.6723,81.9895,79.7429,77.7896,76.0713,74.4765,73.0826,71.6682,70.2746,68.6778,66.9812,65.1438,63.206,61.3547,59.4914,57.6908,55.79,53.8482,51.8426,49.7346,47.7115,45.7843,43.9144,42.2682,40.8752,39.4705,38.1398,36.6746,35.194,33.7616,32.4239,31.3273,30.3677,29.7423,29.4125,28.9467,28.1692,27.1387,26.025,30.0618,23.9901,23.1652,22.4478,21.8323,21.1615,20.4731,19.8648,19.3929,19.0413,18.8847,18.8737,18.9517,19.1665,19.4699,19.911,21.0833,26.1843,26.1772,26.1743,26.1589
"VNM","Viet Nam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.1632,97.3661,96.5432,95.7706,94.9585,94.1661,93.2835,92.2133,91.1008,89.8179,88.4624,86.9645,85.2362,83.4522,81.5843,79.6886,77.8853,76.1836,74.5928,73.0513,71.6196,70.0392,68.2975,66.3074,64.0227,61.5196,58.8975,56.1629,53.3228,50.5247,47.6731,45.0325,42.5447,40.236,38.1329,36.2173,34.5785,33.1084,31.8032,30.6952,29.7785,29.0106,28.3527,27.8276,27.3766,26.9707,26.6273,26.3005,25.9796,25.6814,25.4087,25.081,24.7112,24.2534,23.7537,23.1846
"YEM","Yemen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.6418,413.9496,406.0203,396.4455,385.9271,374.4358,361.9299,348.9342,336.2315,323.9411,312.1608,300.6436,289.3386,277.8332,265.7685,253.072,240.1148,227.2123,214.3827,201.8497,189.8113,178.4514,168.2112,159.4195,151.9873,145.6415,140.1801,135.2923,131.0334,127.2315,123.9697,121.1549,118.6793,116.4218,114.1367,111.3365,107.9345,103.8613,99.3274,94.4682,89.6171,84.9819,80.5171,76.2909,72.363,68.5701,64.8924,61.8231,59.8647,59.0717,58.9555,58.9691,59.1023,61.0983,60.8507,61.0902,62.5095,62.3958
"ZMB","Zambia",NA,NA,NA,243.9513,239.0897,234.7075,230.2853,225.9738,221.6655,217.4828,213.2631,209.5838,206.0213,202.748,200.161,198.25,196.7262,195.4514,193.5567,190.9532,187.3717,182.6526,177.2772,172.0284,167.3553,163.9627,162.026,161.3536,161.5491,162.1311,163.0746,163.9443,165.2187,167.3601,170.4669,174.1483,178.0258,181.6619,184.6511,186.5979,187.8045,188.1204,187.82,186.2127,183.7002,180.6407,177.5209,174.4517,171.0019,166.6361,160.4826,151.7956,141.7605,131.8069,122.0427,113.1898,105.5228,99.9698,94.9965,89.8612,85.3332,82.8035,80.5863,77.8833,75.0489,73.5902,71.616,69.3076,68.0926,66.4345
"ZWE","Zimbabwe",NA,NA,NA,NA,181.9845,178.6337,175.3116,172.0602,168.2465,164.2989,160.2007,155.9155,151.508,146.8221,142.2196,137.4392,133.1644,129.5097,126.5228,124.2683,122.724,121.565,120.8054,120.4423,120.2703,120.4022,120.5118,120.4608,119.7375,118.1034,115.1299,110.7667,105.2705,99.2292,93.0861,87.6528,83.3613,80.7818,79.8033,80.4307,82.7746,86.0011,89.9383,94.2418,97.9242,100.9396,102.7167,102.9255,101.9606,100.363,98.8113,97.3224,96.7234,96.5744,97.3233,98.3226,100.5227,101.5629,100.8934,98.2685,93.5443,87.1487,79.2383,73.2106,69.6293,67.1858,64.6097,63.165,60.7053,59.3439
