Sex,Country.Name,1950.5,1951.5,1952.5,1953.5,1954.5,1955.5,1956.5,1957.5,1958.5,1959.5,1960.5,1961.5,1962.5,1963.5,1964.5,1965.5,1966.5,1967.5,1968.5,1969.5,1970.5,1971.5,1972.5,1973.5,1974.5,1975.5,1976.5,1977.5,1978.5,1979.5,1980.5,1981.5,1982.5,1983.5,1984.5,1985.5,1986.5,1987.5,1988.5,1989.5,1990.5,1991.5,1992.5,1993.5,1994.5,1995.5,1996.5,1997.5,1998.5,1999.5,2000.5,2001.5,2002.5,2003.5,2004.5,2005.5,2006.5,2007.5,2008.5,2009.5,2010.5,2011.5,2012.5,2013.5,2014.5,2015.5,2016.5,2017.5,2018.5,2019.5
Female,Burkina Faso,368.6487,365.5181,362.0647,358.574,355.3679,351.8334,347.4318,343.3661,338.9188,334.9361,331.167,327.2835,323.4207,319.9794,316.826,314.032,311.6734,309.2027,307.0049,304.8992,302.676,299.9193,295.6698,289.7241,281.8282,272.5667,262.553,252.4349,243.5348,235.6277,229.187,223.8356,219.0054,214.7622,210.751,206.3174,201.9336,197.8347,194.4601,192.2459,190.9236,190.6138,190.5644,190.4653,189.8383,188.4751,185.9122,182.8556,179.4827,176.0813,172.4806,168.444,164.0354,159.1037,153.4609,147.2702,140.6218,133.982,127.7241,121.8103,116.4422,111.593,107.1987,103.1018,99.1974,95.5296,92.0472,88.8167,85.8099,82.7411
Male,Burkina Faso,392.2839,389.1784,385.6102,382.0767,378.6986,374.5699,370.4607,366.4159,362.2066,358.0071,354.0128,350.1395,346.4069,342.7643,339.3193,336.4059,334.0284,331.9674,329.8291,327.5035,325.3404,322.3159,317.8701,311.6989,303.4317,293.6364,282.8215,272.2269,262.5752,254.2556,247.0565,241.0575,235.9,231.1266,226.5083,221.914,217.372,213.1907,209.84,207.303,205.7239,204.895,204.6012,204.076,203.0461,201.1857,198.6915,195.5965,192.4211,189.057,185.4147,181.5562,177.0913,171.7469,165.8113,159.2001,152.2294,145.1591,138.4525,132.3085,126.6952,121.8628,117.4491,113.3459,109.419,105.5603,101.9102,98.5284,95.3831,92.1969
